"Code de la région";"Libellé de la région";"Code du département";"Libellé du  département";"Code de la collectivité à statut particulier";"Libellé de la collectivité à statut particulier";"Code de la section - collectivité à statut particulier";"Libellé de la section - collectivité à statut particulier";"Code de la circonscription métropolitaine";"Libellé de la circonscription métropolitaine";"Nom de l'élu";"Prénom de l'élu";"Code sexe";"Date de naissance";"Code de la catégorie socio-professionnelle";"Libellé de la catégorie socio-professionnelle";"Date de début du mandat";"Libellé de la fonction";"Date de début de la fonction"
;;;;987;"Polynésie Française";;;;;"KAUTAI";"Benoît";"M";1960-11-28;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"KOHUMOETINI";"Marielle";"F";1976-10-18;22;"Commerçant et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"KOHUMOETINI-RURUA";"Teremuura";"F";1974-06-28;45;"Profession intermédiaire administrative de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"LAUREY";"Nuihau";"M";1964-12-29;33;"Cadre de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"LE CAILL";"Heinui";"M";1976-08-16;42;"Professeur des écoles, instituteur et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"LE GAYIC";"Tematai";"M";2000-10-11;84;"Elève, étudiant";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"LEGAYIC";"Béatrice";"F";1967-05-23;63;"Ouvrier qualifié de type artisanal";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"LISSANT";"Simplicio";"M";1962-08-02;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"MAAMAATUAIAHUTAPU";"Maurea";"F";1974-09-25;42;"Professeur des écoles, instituteur et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"MAONO";"Vincent Manutahi";"M";1952-04-05;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"MARAEURA";"Tahuhu";"M";1972-03-27;22;"Commerçant et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"MARE ÉPSE IRITI";"Teura";"F";1965-01-07;33;"Cadre de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"NIVA";"Pauline";"F";1960-06-30;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"PAHIO JENNINGS";"Patricia";"F";1961-11-08;43;"Profession intermédiaire de la santé et du travail social";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"PUCHON";"Catherine Dite Cathy";"F";1957-05-31;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"PUNUA";"Sonia";"F";1959-02-06;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"RIVETA";"Frédéric";"M";1954-07-19;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"SALMON";"Allen";"M";1956-07-14;42;"Professeur des écoles, instituteur et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"SAMIN ÉPOUSE HOMAI";"Odette Tamara";"F";1981-09-26;81;"Chômeur n'ayant jamais travaillé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"SANQUER";"Nicole";"F";1972-06-16;34;"Professeur, profession scientifique";2023-05-11;;
;;;;987;"Polynésie Française";;;;;"SHIRO-ABE";"Edwin";"M";1950-06-05;75;"Ancienne profession intermédiaire";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TAPATI";"Mitema Dit Tafai";"M";1960-07-06;69;"Ouvrier agricole";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TEAGAI";"Ernest Igino";"M";1971-02-08;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TEMARU";"Oscar Manutahi";"M";1944-11-01;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TERAIARUE";"Tevahiarii";"M";1990-02-05;21;"Artisan";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TERIITAHI";"Tepuaraurii Marcella";"F";1977-12-01;45;"Profession intermédiaire administrative de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TEROU";"Pierre";"M";1952-07-10;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TETUA";"Félix";"M";1964-02-14;22;"Commerçant et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TETUANUI";"Lana";"F";1970-02-23;45;"Profession intermédiaire administrative de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TEVAITAU EPSE VAIANUI";"Jeanne";"F";1967-09-19;31;"Profession libérale";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TIATOA ÉPSE PUAHIO";"Sylvana";"F";1965-04-07;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"TONG SANG";"Gaston";"M";1949-08-07;74;"Ancien cadre";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"VANAA";"Elise";"F";1962-09-20;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;988;"Nouvelle-Calédonie";;;;;"ARAMOTO VVE MOENTEAPO";"Viviane";"F";1960-04-12;77;"Ancien employé";2024-11-13;"Autre membre";2024-11-13
;;;;988;"Nouvelle-Calédonie";;;;;"BACKES";"Sonia";"F";1976-05-21;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;"Président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BACKES";"Sonia";"F";1976-05-21;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"BARBIER-PONTONI";"Marie-Jo";"F";1962-03-14;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BARBIER-PONTONI";"Marie-Jo";"F";1962-03-14;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"BLAISE";"Philippe";"M";1969-08-04;33;"Cadre de la fonction publique";2019-05-12;"Vice-président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BLAISE";"Philippe";"M";1969-08-04;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"BOUANOU";"Ivana";"F";1975-12-09;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BRIAL";"Gil";"M";1973-11-27;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Vice-président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BRIAL";"Gil";"M";1973-11-27;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"BRINON";"Lionnel";"M";1970-10-08;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"BRINON";"Lionnel";"M";1970-10-08;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"CHIARA EPOUSE MONTAGNAT";"Pascale";"F";1980-05-03;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"CHIARA EPOUSE MONTAGNAT";"Pascale";"F";1980-05-03;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"CITRE";"Basile Cici";"M";1952-01-01;46;"Profession intermédiaire administrative et commerciale des entreprises";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"COURTOT";"Robert";"M";1961-10-18;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"CREUGNET";"Jean Christophe Pierre";"M";1973-12-15;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"CREUGNET";"Jean Christophe Pierre";"M";1973-12-15;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"CUENOT";"Guy-Olivier";"M";1966-07-06;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"CUENOT";"Guy-Olivier";"M";1966-07-06;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"DASSENOY";"Martine";"F";1962-12-15;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2025-12-01;"Autre membre";2025-12-01
;;;;988;"Nouvelle-Calédonie";;;;;"DJAIWE";"Jean-Pierre";"M";1955-09-03;42;"Professeur des écoles, instituteur et assimilé";2021-07-16;;
;;;;988;"Nouvelle-Calédonie";;;;;"DJAIWE";"Jean-Pierre";"M";1955-09-03;42;"Professeur des écoles, instituteur et assimilé";2022-04-20;"Autre membre";2022-04-20
;;;;988;"Nouvelle-Calédonie";;;;;"DUNOYER";"Philippe";"M";1968-01-11;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"DUNOYER";"Philippe";"M";1968-01-11;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"EURISOUKE";"Valentine";"F";1961-07-23;47;"Technicien";2021-08-06;;
;;;;988;"Nouvelle-Calédonie";;;;;"EURISOUKE";"Valentine";"F";1961-07-23;47;"Technicien";2022-04-20;"Vice-président de l'assemblée";2025-01-16
;;;;988;"Nouvelle-Calédonie";;;;;"FAIRBANK";"Pierre";"M";1971-07-27;46;"Profession intermédiaire administrative et commerciale des entreprises";2025-12-01;"Autre membre";2025-12-01
;;;;988;"Nouvelle-Calédonie";;;;;"FALAEO";"Veylma";"F";1982-08-24;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"FALAEO";"Veylma";"F";1982-08-24;33;"Cadre de la fonction publique";2019-05-12;"Président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"FAVREAU";"Jean-Gabriel";"M";1985-01-05;33;"Cadre de la fonction publique";2025-11-03;"Autre membre";2025-11-03
;;;;988;"Nouvelle-Calédonie";;;;;"FAVREAU";"Jean-Gabriel";"M";1985-01-05;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"FROGIER";"Brieuc";"M";1981-09-11;31;"Profession libérale";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"FROGIER";"Brieuc";"M";1981-09-11;31;"Profession libérale";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"GOA";"Daniel";"M";1953-06-14;11;"Agriculteur sur petite exploitation";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"GOA";"Daniel";"M";1953-06-14;11;"Agriculteur sur petite exploitation";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"GOA";"Patricia Marie-Andrée";"F";1969-12-04;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"GOROMIDO";"Joseph Apangou";"M";1959-02-09;77;"Ancien employé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"GOROMIDO";"Joseph Apangou";"M";1959-02-09;77;"Ancien employé";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"HEO";"Nadia";"F";1967-12-20;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"HEO";"Nadia";"F";1967-12-20;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"HERLIN EPOUSE JALABERT";"Nadine";"F";1965-10-04;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"HERLIN EPOUSE JALABERT";"Nadine";"F";1965-10-04;33;"Cadre de la fonction publique";2019-05-12;"Vice-président de l'assemblée";2025-01-16
;;;;988;"Nouvelle-Calédonie";;;;;"HNEPEUNE";"Neko";"M";1954-04-21;74;"Ancien cadre";2024-12-27;"Vice-président de l'assemblée";2026-01-05
;;;;988;"Nouvelle-Calédonie";;;;;"JULIÉ";"Nina";"F";1979-12-08;34;"Professeur, profession scientifique";2025-12-01;"Autre membre";2025-12-01
;;;;988;"Nouvelle-Calédonie";;;;;"JULIÉ";"Nina";"F";1979-12-08;34;"Professeur, profession scientifique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KALOI EP BEARUNE";"Isabelle";"F";1970-08-22;46;"Profession intermédiaire administrative et commerciale des entreprises";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KALOI EP BEARUNE";"Isabelle";"F";1970-08-22;46;"Profession intermédiaire administrative et commerciale des entreprises";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"KAPOERI";"Robert";"M";1954-10-28;74;"Ancien cadre";2019-05-12;"Autre membre";2024-12-27
;;;;988;"Nouvelle-Calédonie";;;;;"KAYS";"Jean";"M";1975-11-15;52;"Employé civil et agent de service de la fonction publique";2025-12-01;"Autre membre";2025-12-01
;;;;988;"Nouvelle-Calédonie";;;;;"KAYS";"Jean";"M";1975-11-15;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KHAC";"Emmanuelle";"F";1988-09-25;11;"Agriculteur sur petite exploitation";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KHAC";"Emmanuelle";"F";1988-09-25;11;"Agriculteur sur petite exploitation";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"KOUATHE";"Inès";"F";1975-05-31;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KOUATHE";"Inès";"F";1975-05-31;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;"Vice-président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"KUIESINE EP WRIGHT";"Kadrilé";"F";1965-10-14;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"KUIESINE EP WRIGHT";"Kadrilé";"F";1965-10-14;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"LAVELLOI";"Julienne Marie-Josée";"F";1971-08-16;45;"Profession intermédiaire administrative de la fonction publique";2019-05-12;"Autre membre";2024-12-27
;;;;988;"Nouvelle-Calédonie";;;;;"LECOURIEUX";"Yoann";"M";1972-09-22;33;"Cadre de la fonction publique";2025-01-07;;
;;;;988;"Nouvelle-Calédonie";;;;;"LECOURIEUX";"Yoann";"M";1972-09-22;33;"Cadre de la fonction publique";2024-12-24;"Autre membre";2024-12-24
;;;;988;"Nouvelle-Calédonie";;;;;"MACHORO EP REIGNIER";"Caroline";"F";1952-10-19;74;"Ancien cadre";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"MACHORO EP REIGNIER";"Caroline";"F";1952-10-19;74;"Ancien cadre";2019-05-12;"Vice-président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"MALFAR-PAUGA";"Muriel";"F";1968-01-26;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"MALFAR-PAUGA";"Muriel";"F";1968-01-26;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Vice-président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"MANUOHALALO";"Magali";"F";1971-11-04;31;"Profession libérale";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"MANUOHALALO";"Magali";"F";1971-11-04;31;"Profession libérale";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"MAPOU";"Louis";"M";1958-11-14;33;"Cadre de la fonction publique";2025-01-07;;
;;;;988;"Nouvelle-Calédonie";;;;;"MAPOU";"Louis";"M";1958-11-14;33;"Cadre de la fonction publique";2024-12-24;"Autre membre";2024-12-24
;;;;988;"Nouvelle-Calédonie";;;;;"METZDORF";"Nicolas";"M";1988-05-20;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"METZDORF";"Nicolas";"M";1988-05-20;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"MULIAVA";"Vaimua";"M";1975-06-02;33;"Cadre de la fonction publique";2024-08-29;"Autre membre";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"MULIAVA";"Vaimua";"M";1975-06-02;33;"Cadre de la fonction publique";2024-08-29;;
;;;;988;"Nouvelle-Calédonie";;;;;"NAISSELINE";"Omayra";"F";1986-03-17;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2024-12-27
;;;;988;"Nouvelle-Calédonie";;;;;"NAISSELINE";"Omayra";"F";1986-03-17;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"NEAOUTYINE";"Paul Tyaou";"M";1951-10-12;11;"Agriculteur sur petite exploitation";2019-05-12;"Président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"NEAOUTYINE";"Paul Tyaou";"M";1951-10-12;11;"Agriculteur sur petite exploitation";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"OUASSAOUA EP HONEME";"Christiane";"F";1979-10-22;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"PAAGALUA";"Lionel";"M";1972-07-26;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"PABOUTY";"Sylvain";"M";1963-02-03;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"PABOUTY";"Sylvain";"M";1963-02-03;33;"Cadre de la fonction publique";2019-05-12;"Vice-président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"QAEZE";"Jinezi Annie";"F";1988-10-07;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"QAEZE";"Jinezi Annie";"F";1988-10-07;38;"Ingénieur et cadre technique d'entreprise";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"RUFFENACH";"Virginie";"F";1973-09-19;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"RUFFENACH";"Virginie";"F";1973-09-19;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Vice-président de l'assemblée";2024-08-29
;;;;988;"Nouvelle-Calédonie";;;;;"SAKILIA";"Marilyn Yvonne";"F";1971-03-06;31;"Profession libérale";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SAKILIA";"Marilyn Yvonne";"F";1971-03-06;31;"Profession libérale";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"SAKO";"Aloisio";"M";1948-08-30;74;"Ancien cadre";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SALIGA";"Alesio";"M";1962-05-13;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SALIGA";"Alesio";"M";1962-05-13;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"SALIGA ÉP LUTOVIKA";"Maria Isabella";"F";1971-12-09;23;"Chef d'entreprise de 10 salariés ou plus";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SARIDJAN";"Christiane";"F";1967-07-20;22;"Commerçant et assimilé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SAWA";"Pascal";"M";1982-03-10;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SAWA";"Pascal";"M";1982-03-10;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"SUVE";"Françoise";"F";1962-12-28;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"SUVE";"Françoise";"F";1962-12-28;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TEIN-TAOUVA";"Hervé Maguei";"M";1976-07-24;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TIDJINE-HMAE";"Henriette";"F";1966-08-04;45;"Profession intermédiaire administrative de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TIDJINE-HMAE";"Henriette";"F";1966-08-04;45;"Profession intermédiaire administrative de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TIEOUE";"Ithupane";"F";1958-03-14;47;"Technicien";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TIEOUE";"Ithupane";"F";1958-03-14;47;"Technicien";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TRAN AP";"Julien";"M";1983-10-26;33;"Cadre de la fonction publique";2025-11-03;"Autre membre";2025-11-03
;;;;988;"Nouvelle-Calédonie";;;;;"TRIPODI";"Léa";"F";1977-01-25;46;"Profession intermédiaire administrative et commerciale des entreprises";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TUFELE";"Aniseta";"F";1963-04-21;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TUFELE";"Aniseta";"F";1963-04-21;52;"Employé civil et agent de service de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TUKUMULI";"Milakulo";"M";1984-01-19;74;"Ancien cadre";2019-05-12;"Vice-président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TUKUMULI";"Milakulo";"M";1984-01-19;74;"Ancien cadre";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TUTUGORO";"Pierre Chanel";"M";1967-12-31;77;"Ancien employé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"TUTUGORO";"Pierre Chanel";"M";1967-12-31;77;"Ancien employé";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"TUTUGORO";"Victor";"M";1956-05-01;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Vice-président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"VENDEGOU";"Laura";"F";1983-12-04;54;"Employé administratif d'entreprise";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"VENDEGOU";"Laura";"F";1983-12-04;54;"Employé administratif d'entreprise";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"VENDEGOU-HUE";"Reine";"F";1956-06-16;77;"Ancien employé";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"VENDEGOU-HUE";"Reine";"F";1956-06-16;77;"Ancien employé";2024-11-29;"Autre membre";2024-11-29
;;;;988;"Nouvelle-Calédonie";;;;;"WACAPO";"Vanessa";"F";1977-04-21;37;"Cadre administratif et commercial d'entreprise";2025-01-07;"Autre membre";2025-01-07
;;;;988;"Nouvelle-Calédonie";;;;;"WACKENTHALER EP FAIVRE";"Nadège";"F";1963-01-03;33;"Cadre de la fonction publique";2019-05-12;"Vice-président de l'assemblée";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"WACKENTHALER EP FAIVRE";"Nadège";"F";1963-01-03;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WAHETRA";"Louise Walisaune";"F";1970-04-06;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;"Vice-président de l'assemblée";2026-01-05
;;;;988;"Nouvelle-Calédonie";;;;;"WAHETRA";"Louise Walisaune";"F";1970-04-06;42;"Professeur des écoles, instituteur et assimilé";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WAKA";"Maria";"F";1976-09-27;11;"Agriculteur sur petite exploitation";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"WAKA";"Maria";"F";1976-09-27;11;"Agriculteur sur petite exploitation";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WAMYTAN";"Roch";"M";1950-12-13;33;"Cadre de la fonction publique";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"WAMYTAN";"Roch";"M";1950-12-13;33;"Cadre de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WANEUX";"Mathias";"M";1955-10-16;52;"Employé civil et agent de service de la fonction publique";2019-05-12;"Président de l'assemblée";2026-01-05
;;;;988;"Nouvelle-Calédonie";;;;;"WANEUX";"Mathias";"M";1955-10-16;52;"Employé civil et agent de service de la fonction publique";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WASHETINE";"Charles";"M";1956-11-04;37;"Cadre administratif et commercial d'entreprise";2019-05-12;"Autre membre";2019-05-12
;;;;988;"Nouvelle-Calédonie";;;;;"WASHETINE";"Charles";"M";1956-11-04;37;"Cadre administratif et commercial d'entreprise";2019-05-12;;
;;;;988;"Nouvelle-Calédonie";;;;;"WEA";"Anselme";"M";1979-04-13;11;"Agriculteur sur petite exploitation";2019-05-12;"Autre membre";2019-05-12
